feature,mean_full_dataset,std_full_dataset,scaling_scope
short_word_ratio,0.438624911806,0.038193032561,full_dataset_descriptive_not_for_classifier_training
contraction_per_1000w,9.992102294444,12.358623730123,full_dataset_descriptive_not_for_classifier_training
archaic_marker_per_1000w,0.3803585625,2.621001370266,full_dataset_descriptive_not_for_classifier_training
abstract_suffix_per_1000w,18.766280654167,10.99016222637,full_dataset_descriptive_not_for_classifier_training
dialogue_marker_per_1000w,39.480756029167,36.293657184386,full_dataset_descriptive_not_for_classifier_training
fw_the_per_1000w,52.754756999306,22.574877241409,full_dataset_descriptive_not_for_classifier_training
fw_and_per_1000w,30.981422436806,10.69899717436,full_dataset_descriptive_not_for_classifier_training
fw_of_per_1000w,23.3168895875,11.899654025191,full_dataset_descriptive_not_for_classifier_training
fw_to_per_1000w,26.682441936111,8.644528873225,full_dataset_descriptive_not_for_classifier_training
fw_a_per_1000w,22.374793321528,8.6067855085,full_dataset_descriptive_not_for_classifier_training
fw_in_per_1000w,13.367297518056,6.006518116363,full_dataset_descriptive_not_for_classifier_training
fw_that_per_1000w,13.155388704861,6.288806008713,full_dataset_descriptive_not_for_classifier_training
fw_it_per_1000w,12.634004980556,8.03581401702,full_dataset_descriptive_not_for_classifier_training
fw_is_per_1000w,6.542060456944,6.808312731719,full_dataset_descriptive_not_for_classifier_training
fw_was_per_1000w,13.712457020833,7.822972092073,full_dataset_descriptive_not_for_classifier_training
fw_i_per_1000w,22.935310600694,17.827750223129,full_dataset_descriptive_not_for_classifier_training
fw_for_per_1000w,7.804120218056,4.31516016242,full_dataset_descriptive_not_for_classifier_training
fw_with_per_1000w,7.949705036806,4.328787909644,full_dataset_descriptive_not_for_classifier_training
fw_as_per_1000w,7.61320836875,4.721362730173,full_dataset_descriptive_not_for_classifier_training
fw_his_per_1000w,10.412218561806,9.095444061362,full_dataset_descriptive_not_for_classifier_training
fw_he_per_1000w,13.8628809875,11.864570145351,full_dataset_descriptive_not_for_classifier_training
fw_be_per_1000w,4.872213823611,4.124210239196,full_dataset_descriptive_not_for_classifier_training
fw_not_per_1000w,6.552144935417,5.16632139892,full_dataset_descriptive_not_for_classifier_training
fw_by_per_1000w,4.361779006944,3.397847823827,full_dataset_descriptive_not_for_classifier_training
fw_but_per_1000w,5.773317088194,3.763655632736,full_dataset_descriptive_not_for_classifier_training
fw_had_per_1000w,8.447536672917,6.453591942447,full_dataset_descriptive_not_for_classifier_training
fw_you_per_1000w,10.21754090625,11.372906386784,full_dataset_descriptive_not_for_classifier_training
fw_at_per_1000w,5.042431897222,3.418684860084,full_dataset_descriptive_not_for_classifier_training
fw_on_per_1000w,4.772911703472,3.643617072861,full_dataset_descriptive_not_for_classifier_training
fw_her_per_1000w,7.404491992361,10.160574646429,full_dataset_descriptive_not_for_classifier_training
fw_which_per_1000w,2.254123396528,2.83786836392,full_dataset_descriptive_not_for_classifier_training
fw_have_per_1000w,5.310133049306,4.834613001006,full_dataset_descriptive_not_for_classifier_training
fw_or_per_1000w,2.897434855556,2.961849050253,full_dataset_descriptive_not_for_classifier_training
fw_from_per_1000w,4.302866146528,3.352781838642,full_dataset_descriptive_not_for_classifier_training
fw_this_per_1000w,4.475821497917,3.659099818549,full_dataset_descriptive_not_for_classifier_training
fw_my_per_1000w,7.536264052778,8.786516324594,full_dataset_descriptive_not_for_classifier_training
fw_me_per_1000w,5.730868645139,6.120176151795,full_dataset_descriptive_not_for_classifier_training
fw_all_per_1000w,3.0293574125,2.817094010481,full_dataset_descriptive_not_for_classifier_training
fw_so_per_1000w,3.364046199306,3.067244995881,full_dataset_descriptive_not_for_classifier_training
fw_were_per_1000w,3.927899665972,3.392932306767,full_dataset_descriptive_not_for_classifier_training
fw_they_per_1000w,4.156947931944,5.257344570797,full_dataset_descriptive_not_for_classifier_training
fw_him_per_1000w,5.004419964583,5.230598579267,full_dataset_descriptive_not_for_classifier_training
fw_she_per_1000w,6.552961845139,9.436212601916,full_dataset_descriptive_not_for_classifier_training
fw_there_per_1000w,2.7093626125,2.646298502082,full_dataset_descriptive_not_for_classifier_training
fw_no_per_1000w,3.339606422222,2.916352166259,full_dataset_descriptive_not_for_classifier_training
fw_one_per_1000w,2.86428405625,2.826460961401,full_dataset_descriptive_not_for_classifier_training
fw_their_per_1000w,2.409065859028,3.575508908893,full_dataset_descriptive_not_for_classifier_training
fw_we_per_1000w,3.503129731944,5.285057824598,full_dataset_descriptive_not_for_classifier_training
fw_what_per_1000w,2.575914784722,2.711516386744,full_dataset_descriptive_not_for_classifier_training
fw_if_per_1000w,3.337448863194,3.065827687173,full_dataset_descriptive_not_for_classifier_training
fw_would_per_1000w,4.1805412125,4.46432371885,full_dataset_descriptive_not_for_classifier_training
fw_when_per_1000w,2.798734439583,2.537200129054,full_dataset_descriptive_not_for_classifier_training
fw_who_per_1000w,2.009347465278,2.384810110804,full_dataset_descriptive_not_for_classifier_training
fw_will_per_1000w,2.415696169444,3.632401895818,full_dataset_descriptive_not_for_classifier_training
fw_more_per_1000w,2.1977734375,2.199515223422,full_dataset_descriptive_not_for_classifier_training
fw_an_per_1000w,2.368123365278,2.344411520783,full_dataset_descriptive_not_for_classifier_training
fw_do_per_1000w,2.364947877778,3.204941328096,full_dataset_descriptive_not_for_classifier_training
fw_are_per_1000w,2.639188070139,3.562450198842,full_dataset_descriptive_not_for_classifier_training
fw_than_per_1000w,1.86431183125,2.003471547819,full_dataset_descriptive_not_for_classifier_training
fw_could_per_1000w,3.038326825694,2.879096857701,full_dataset_descriptive_not_for_classifier_training
fw_them_per_1000w,2.451030534028,3.009642181993,full_dataset_descriptive_not_for_classifier_training
fw_been_per_1000w,2.809197633333,3.002707440633,full_dataset_descriptive_not_for_classifier_training
char3__space_th,16.901011340278,4.40775185007,full_dataset_descriptive_not_for_classifier_training
char3_the,13.440315018056,4.408495623093,full_dataset_descriptive_not_for_classifier_training
char3_he_space_,13.050188300694,3.715166573237,full_dataset_descriptive_not_for_classifier_training
char3__space_an,6.681374105556,2.029937483745,full_dataset_descriptive_not_for_classifier_training
char3_nd_space_,6.686311842361,2.248049099339,full_dataset_descriptive_not_for_classifier_training
char3_and,6.4564081875,2.215227839325,full_dataset_descriptive_not_for_classifier_training
char3_ed_space_,7.826542864583,2.874153573832,full_dataset_descriptive_not_for_classifier_training
char3__space_to,5.885054861111,1.825775529479,full_dataset_descriptive_not_for_classifier_training
char3__space_of,4.446085278472,2.073403176083,full_dataset_descriptive_not_for_classifier_training
char3_ing,6.161732038889,1.960357666893,full_dataset_descriptive_not_for_classifier_training
char3_of_space_,4.147666672917,2.068424580219,full_dataset_descriptive_not_for_classifier_training
char3_to_space_,5.168420668056,1.561573193218,full_dataset_descriptive_not_for_classifier_training
char3__space_he,5.005523193056,2.743531748516,full_dataset_descriptive_not_for_classifier_training
char3_ng_space_,5.320682235417,1.800407451511,full_dataset_descriptive_not_for_classifier_training
char3__space_in,4.063068925,1.416165030297,full_dataset_descriptive_not_for_classifier_training
char3_er_space_,4.341086207639,2.133041266679,full_dataset_descriptive_not_for_classifier_training
char3_at_space_,3.946674420833,1.38102754781,full_dataset_descriptive_not_for_classifier_training
char3_as_space_,4.013159859028,1.622847869274,full_dataset_descriptive_not_for_classifier_training
char3__space_ha,3.893757816667,1.773007990052,full_dataset_descriptive_not_for_classifier_training
char3_comma_space_a,3.004006116667,1.331070815611,full_dataset_descriptive_not_for_classifier_training
char3_her,3.642899239583,2.263606732018,full_dataset_descriptive_not_for_classifier_training
char3__space_a_space_,3.924220199306,1.558002051015,full_dataset_descriptive_not_for_classifier_training
char3_d_space_t,3.820962884722,1.504743584716,full_dataset_descriptive_not_for_classifier_training
char3__space_be,3.365377526389,1.38542238154,full_dataset_descriptive_not_for_classifier_training
char3__space_wa,3.480433166667,1.758179723343,full_dataset_descriptive_not_for_classifier_training
char3_is_space_,3.73092109375,1.951953221102,full_dataset_descriptive_not_for_classifier_training
char3__space_i_space_,3.690848667361,3.139020600247,full_dataset_descriptive_not_for_classifier_training
char3_in_space_,2.882545545139,1.127078247241,full_dataset_descriptive_not_for_classifier_training
char3__space_hi,3.165927004167,2.336098820205,full_dataset_descriptive_not_for_classifier_training
char3_re_space_,3.159043270833,1.193590875496,full_dataset_descriptive_not_for_classifier_training
char3_hat,3.021445409028,1.292709137619,full_dataset_descriptive_not_for_classifier_training
char3_e_space_t,3.100674680556,1.14556031224,full_dataset_descriptive_not_for_classifier_training
char3__space_wh,2.543587728472,1.067888455283,full_dataset_descriptive_not_for_classifier_training
char3__space_co,2.858188314583,1.188814776023,full_dataset_descriptive_not_for_classifier_training
char3_tha,2.814960544444,1.220050436481,full_dataset_descriptive_not_for_classifier_training
char3_on_space_,2.396971290278,1.073924280564,full_dataset_descriptive_not_for_classifier_training
char3_n_space_t,2.394418384028,1.087693494389,full_dataset_descriptive_not_for_classifier_training
char3_was,2.531605709722,1.457883125522,full_dataset_descriptive_not_for_classifier_training
char3__space_it,2.567215222222,1.6327204658,full_dataset_descriptive_not_for_classifier_training
char3__space_no,2.529186845833,1.303545552743,full_dataset_descriptive_not_for_classifier_training
char3_his,2.740466168056,1.688394566618,full_dataset_descriptive_not_for_classifier_training
char3__space_wi,2.679936053472,1.168756162033,full_dataset_descriptive_not_for_classifier_training
char3_e_space_w,2.580425435417,1.243601326028,full_dataset_descriptive_not_for_classifier_training
char3_ere,2.584381647222,1.133058976533,full_dataset_descriptive_not_for_classifier_training
char3_e_space_s,2.60439505,1.070242115004,full_dataset_descriptive_not_for_classifier_training
char3_en_space_,2.423495001389,1.047936764275,full_dataset_descriptive_not_for_classifier_training
char3_e_space_a,2.480188889583,1.010594740773,full_dataset_descriptive_not_for_classifier_training
char3_t_space_t,2.342990747222,1.0254696639,full_dataset_descriptive_not_for_classifier_training
char3_ecomma_space_,2.176160996528,0.961944624614,full_dataset_descriptive_not_for_classifier_training
char3_you,2.578438475694,2.738835994416,full_dataset_descriptive_not_for_classifier_training
char3_ver,2.367024186806,1.044137234333,full_dataset_descriptive_not_for_classifier_training
char3_for,2.36375155,0.998390103166,full_dataset_descriptive_not_for_classifier_training
char3__space_yo,2.419078879167,2.59469676869,full_dataset_descriptive_not_for_classifier_training
char3_ent,2.346857456944,1.139772600314,full_dataset_descriptive_not_for_classifier_training
char3__space_sh,2.3053032625,1.704757670816,full_dataset_descriptive_not_for_classifier_training
char3__space_fo,2.306336760417,0.979701620921,full_dataset_descriptive_not_for_classifier_training
char3_ut_space_,1.875776150694,1.13872339698,full_dataset_descriptive_not_for_classifier_training
char3_or_space_,2.301379428472,1.066271830956,full_dataset_descriptive_not_for_classifier_training
char3_ly_space_,2.686924151389,1.264080151905,full_dataset_descriptive_not_for_classifier_training
char3__space_re,2.641295521528,1.299779492664,full_dataset_descriptive_not_for_classifier_training
char3_e_space_o,1.865679695139,0.898497269841,full_dataset_descriptive_not_for_classifier_training
char3_it_space_,2.122136672222,1.24623157459,full_dataset_descriptive_not_for_classifier_training
char3_ll_space_,1.736200347917,1.097464598227,full_dataset_descriptive_not_for_classifier_training
char3__space_so,1.759134715972,0.903992413085,full_dataset_descriptive_not_for_classifier_training
char3_ter,2.038588463194,0.980871075635,full_dataset_descriptive_not_for_classifier_training
char3_ion,1.898713738194,1.225550538304,full_dataset_descriptive_not_for_classifier_training
char3_th_space_,1.893881755556,0.878330853219,full_dataset_descriptive_not_for_classifier_training
char3__space_on,1.909464824306,0.955561094339,full_dataset_descriptive_not_for_classifier_training
char3__space_we,1.965411559722,1.373349924329,full_dataset_descriptive_not_for_classifier_training
char3_d_space_a,2.027875635417,0.955314869651,full_dataset_descriptive_not_for_classifier_training
char3_scomma_space_,1.760377615972,0.985335724733,full_dataset_descriptive_not_for_classifier_training
char3_e_space_h,1.888339750694,1.052868114229,full_dataset_descriptive_not_for_classifier_training
char3_me_space_,1.659492371528,1.049005026175,full_dataset_descriptive_not_for_classifier_training
char3_ad_space_,1.8363301125,1.246684975128,full_dataset_descriptive_not_for_classifier_training
char3__space_ma,1.71734405,0.977819917328,full_dataset_descriptive_not_for_classifier_training
char3_f_space_t,1.412118677083,0.999558690398,full_dataset_descriptive_not_for_classifier_training
char3_ith,1.748556176389,0.824244737193,full_dataset_descriptive_not_for_classifier_training
char3_thi,1.82875348125,0.941345040588,full_dataset_descriptive_not_for_classifier_training
char3_s_space_a,1.820387645139,0.88648368027,full_dataset_descriptive_not_for_classifier_training
char3_ld_space_,1.968344847222,1.157974983546,full_dataset_descriptive_not_for_classifier_training
char3_s_space_t,1.772806549306,0.94368329804,full_dataset_descriptive_not_for_classifier_training
char3_ve_space_,1.821341380556,1.083893938315,full_dataset_descriptive_not_for_classifier_training
char3_st_space_,1.671564625694,0.813851652988,full_dataset_descriptive_not_for_classifier_training
char3__space_me,1.748453850694,1.191463593169,full_dataset_descriptive_not_for_classifier_training
char3_t_space_i,1.703215094444,1.134470072608,full_dataset_descriptive_not_for_classifier_training
char3_wit,1.691832776389,0.806318587091,full_dataset_descriptive_not_for_classifier_training
char3__space_as,1.788318255556,0.949114317609,full_dataset_descriptive_not_for_classifier_training
char3_an_space_,1.7263866,0.967604248851,full_dataset_descriptive_not_for_classifier_training
char3_all,1.660205582639,0.855628165054,full_dataset_descriptive_not_for_classifier_training
char3_not,1.687181496528,1.128513352909,full_dataset_descriptive_not_for_classifier_training
char3_had,1.59393270625,1.163927233946,full_dataset_descriptive_not_for_classifier_training
char3_d_space_h,1.700755435417,1.122303965916,full_dataset_descriptive_not_for_classifier_training
char3__space_sa,1.411104116667,1.120088395164,full_dataset_descriptive_not_for_classifier_training
char3_e_space_i,1.644175788889,0.902719384953,full_dataset_descriptive_not_for_classifier_training
char3_e_space_m,1.591683869444,0.891166658801,full_dataset_descriptive_not_for_classifier_training
char3_dcomma_space_,1.681438148611,0.902449484355,full_dataset_descriptive_not_for_classifier_training
char3_t_space_a,1.558180403472,0.806922198295,full_dataset_descriptive_not_for_classifier_training
char3_le_space_,1.496036522917,0.837306887085,full_dataset_descriptive_not_for_classifier_training
char3__space_do,1.439997883333,1.272785352291,full_dataset_descriptive_not_for_classifier_training
char3_ght,1.5840235875,0.863131428519,full_dataset_descriptive_not_for_classifier_training
char3_comma_space_t,1.396193931944,0.864980926998,full_dataset_descriptive_not_for_classifier_training
char3_eve,1.89723303125,0.947003085444,full_dataset_descriptive_not_for_classifier_training
char3_e_space_c,1.564903334722,0.809741545662,full_dataset_descriptive_not_for_classifier_training
char3__space_mo,1.490709270139,0.810149076658,full_dataset_descriptive_not_for_classifier_training
char3_s_space_o,1.281175970139,0.856432922335,full_dataset_descriptive_not_for_classifier_training
char3_es_space_,1.517020013194,1.032676888711,full_dataset_descriptive_not_for_classifier_training
char3_ot_space_,1.394195240972,0.961453543794,full_dataset_descriptive_not_for_classifier_training
char3_oul,1.643855524306,1.113199155832,full_dataset_descriptive_not_for_classifier_training
char3_ou_space_,1.598709655556,1.798064895811,full_dataset_descriptive_not_for_classifier_training
char3_tio,1.414520455556,1.017886500362,full_dataset_descriptive_not_for_classifier_training
char3__space_de,1.585723208333,1.020996414301,full_dataset_descriptive_not_for_classifier_training
char3__space_al,1.230712488194,0.721462008673,full_dataset_descriptive_not_for_classifier_training
char3_d_space_i,1.528713530556,0.895839807323,full_dataset_descriptive_not_for_classifier_training
char3_she,1.552895695139,1.725798495619,full_dataset_descriptive_not_for_classifier_training
char3_ch_space_,1.080126880556,0.729123209295,full_dataset_descriptive_not_for_classifier_training
char3__space_my,1.488052385417,1.681872475332,full_dataset_descriptive_not_for_classifier_training
char3__space_se,1.479557030556,0.774181919711,full_dataset_descriptive_not_for_classifier_training
char3_uld,1.578524536806,1.118329639627,full_dataset_descriptive_not_for_classifier_training
char3_t_space_w,1.376075297222,0.837651148274,full_dataset_descriptive_not_for_classifier_training
char3__space_bu,1.222501890972,0.807137896294,full_dataset_descriptive_not_for_classifier_training
