passage_id,condition,candidate_id,canonical_id,alias_id,author_id,author_name,work_id,work_title,gutenberg_ebook_no,selection_rank_within_work,final_index_within_author,candidate_index_within_source,start_word_index,end_word_index,word_count,sentence_count,paragraph_count,start_char,end_char,dialogue_marker_count,dialogue_marker_per_1000w,punctuation_per_1000w,semicolon_per_1000w,dash_per_1000w,apostrophe_per_1000w,mean_sentence_words,long_sentence_ratio,selection_method,text
DICKENS_GREAT_EXPECTATIONS_010,original,DICKENS_AUTHOR2_WORK1_0081,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,10,10,81,58279,58847,568,36,11,313300,316362,35,61.62,265.845,5.282,19.366,14.085,15.778,0.0,deterministic_even_spread_30_per_work_after_quality_filters,"And yet I
cannot,” said Mr. Pumblechook, getting up again, “see afore me One—and
likewise drink to One—without again expressing—May I—_may_ I—?”

I said he might, and he shook hands with me again, and emptied his
glass and turned it upside down. I did the same; and if I had turned
myself upside down before drinking, the wine could not have gone more
direct to my head.

Mr. Pumblechook helped me to the liver wing, and to the best slice of
tongue (none of those out-of-the-way No Thoroughfares of Pork now), and
took, comparatively speaking, no care of himself at all. “Ah! poultry,
poultry! You little thought,” said Mr. Pumblechook, apostrophising the
fowl in the dish, “when you was a young fledgling, what was in store
for you. You little thought you was to be refreshment beneath this
humble roof for one as—Call it a weakness, if you will,” said Mr.
Pumblechook, getting up again, “but may I? _may_ I—?”

It began to be unnecessary to repeat the form of saying he might, so he
did it at once. How he ever did it so often without wounding himself
with my knife, I don’t know.

“And your sister,” he resumed, after a little steady eating, “which had
the honour of bringing you up by hand! It’s a sad picter, to reflect
that she’s no longer equal to fully understanding the honour. May—”

I saw he was about to come at me again, and I stopped him.

“We’ll drink her health,” said I.

“Ah!” cried Mr. Pumblechook, leaning back in his chair, quite flaccid
with admiration, “that’s the way you know ’em, sir!” (I don’t know who
Sir was, but he certainly was not I, and there was no third person
present); “that’s the way you know the noble-minded, sir! Ever
forgiving and ever affable. It might,” said the servile Pumblechook,
putting down his untasted glass in a hurry and getting up again, “to a
common person, have the appearance of repeating—but _may_ I—?”

When he had done it, he resumed his seat and drank to my sister. “Let
us never be blind,” said Mr. Pumblechook, “to her faults of temper, but
it is to be hoped she meant well.”

At about this time, I began to observe that he was getting flushed in
the face; as to myself, I felt all face, steeped in wine and smarting.

I mentioned to Mr. Pumblechook that I wished to have my new clothes
sent to his house, and he was ecstatic on my so distinguishing him. I
mentioned my reason for desiring to avoid observation in the village,
and he lauded it to the skies. There was nobody but himself, he
intimated, worthy of my confidence, and—in short, might he? Then he
asked me tenderly if I remembered our boyish games at sums, and how we
had gone together to have me bound apprentice, and, in effect, how he
had ever been my favourite fancy and my chosen friend? If I had taken
ten times as many glasses of wine as I had, I should have known that he
never had stood in that relation towards me, and should in my heart of
hearts have repudiated the idea. Yet for all that, I remember feeling
convinced that I had been much mistaken in him, and that he was a
sensible, practical, good-hearted prime fellow."
DICKENS_GREAT_EXPECTATIONS_011,original,DICKENS_AUTHOR2_WORK1_0089,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,11,11,89,64154,64704,550,47,18,344800,347718,47,85.455,270.909,7.273,3.636,12.727,11.702,0.06383,deterministic_even_spread_30_per_work_after_quality_filters,"I then found that Wemmick was the clerk in the next room. Another clerk
was rung down from upstairs to take his place while he was out, and I
accompanied him into the street, after shaking hands with my guardian.
We found a new set of people lingering outside, but Wemmick made a way
among them by saying coolly yet decisively, “I tell you it’s no use; he
won’t have a word to say to one of you;” and we soon got clear of them,
and went on side by side.


Chapter XXI.


Casting my eyes on Mr. Wemmick as we went along, to see what he was
like in the light of day, I found him to be a dry man, rather short in
stature, with a square wooden face, whose expression seemed to have
been imperfectly chipped out with a dull-edged chisel. There were some
marks in it that might have been dimples, if the material had been
softer and the instrument finer, but which, as it was, were only dints.
The chisel had made three or four of these attempts at embellishment
over his nose, but had given them up without an effort to smooth them
off. I judged him to be a bachelor from the frayed condition of his
linen, and he appeared to have sustained a good many bereavements; for
he wore at least four mourning rings, besides a brooch representing a
lady and a weeping willow at a tomb with an urn on it. I noticed, too,
that several rings and seals hung at his watch-chain, as if he were
quite laden with remembrances of departed friends. He had glittering
eyes,—small, keen, and black,—and thin wide mottled lips. He had had
them, to the best of my belief, from forty to fifty years.

“So you were never in London before?” said Mr. Wemmick to me.

“No,” said I.

“_I_ was new here once,” said Mr. Wemmick. “Rum to think of now!”

“You are well acquainted with it now?”

“Why, yes,” said Mr. Wemmick. “I know the moves of it.”

“Is it a very wicked place?” I asked, more for the sake of saying
something than for information.

“You may get cheated, robbed, and murdered in London. But there are
plenty of people anywhere, who’ll do that for you.”

“If there is bad blood between you and them,” said I, to soften it off
a little.

“O! I don’t know about bad blood,” returned Mr. Wemmick; “there’s not
much bad blood about. They’ll do it, if there’s anything to be got by
it.”

“That makes it worse.”

“You think so?” returned Mr. Wemmick. “Much about the same, I should
say.”

He wore his hat on the back of his head, and looked straight before
him: walking in a self-contained way as if there were nothing in the
streets to claim his attention. His mouth was such a post-office of a
mouth that he had a mechanical appearance of smiling. We had got to the
top of Holborn Hill before I knew that it was merely a mechanical
appearance, and that he was not smiling at all.

“Do you know where Mr. Matthew Pocket lives?” I asked Mr. Wemmick.

“Yes,” said he, nodding in the direction. “At Hammersmith, west of
London.”

“Is that far?”"
DICKENS_GREAT_EXPECTATIONS_012,original,DICKENS_AUTHOR2_WORK1_0096,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,12,12,96,69240,69834,594,38,18,372273,375549,39,65.657,235.69,11.785,3.367,13.468,15.632,0.052632,deterministic_even_spread_30_per_work_after_quality_filters,"Also to Ceylon, especially for elephants’ tusks.”

“You will want a good many ships,” said I.

“A perfect fleet,” said he.

Quite overpowered by the magnificence of these transactions, I asked
him where the ships he insured mostly traded to at present?

“I haven’t begun insuring yet,” he replied. “I am looking about me.”

Somehow, that pursuit seemed more in keeping with Barnard’s Inn. I said
(in a tone of conviction), “Ah-h!”

“Yes. I am in a counting-house, and looking about me.”

“Is a counting-house profitable?” I asked.

“To—do you mean to the young fellow who’s in it?” he asked, in reply.

“Yes; to you.”

“Why, n-no; not to me.” He said this with the air of one carefully
reckoning up and striking a balance. “Not directly profitable. That is,
it doesn’t pay me anything, and I have to—keep myself.”

This certainly had not a profitable appearance, and I shook my head as
if I would imply that it would be difficult to lay by much accumulative
capital from such a source of income.

“But the thing is,” said Herbert Pocket, “that you look about you.
_That’s_ the grand thing. You are in a counting-house, you know, and
you look about you.”

It struck me as a singular implication that you couldn’t be out of a
counting-house, you know, and look about you; but I silently deferred
to his experience.

“Then the time comes,” said Herbert, “when you see your opening. And
you go in, and you swoop upon it and you make your capital, and then
there you are! When you have once made your capital, you have nothing
to do but employ it.”

This was very like his way of conducting that encounter in the garden;
very like. His manner of bearing his poverty, too, exactly corresponded
to his manner of bearing that defeat. It seemed to me that he took all
blows and buffets now with just the same air as he had taken mine then.
It was evident that he had nothing around him but the simplest
necessaries, for everything that I remarked upon turned out to have
been sent in on my account from the coffee-house or somewhere else.

Yet, having already made his fortune in his own mind, he was so
unassuming with it that I felt quite grateful to him for not being
puffed up. It was a pleasant addition to his naturally pleasant ways,
and we got on famously. In the evening we went out for a walk in the
streets, and went half-price to the Theatre; and next day we went to
church at Westminster Abbey, and in the afternoon we walked in the
Parks; and I wondered who shod all the horses there, and wished Joe
did.

On a moderate computation, it was many months, that Sunday, since I had
left Joe and Biddy. The space interposed between myself and them
partook of that expansion, and our marshes were any distance off. That
I could have been at our old church in my old church-going clothes, on
the very last Sunday that ever was, seemed a combination of
impossibilities, geographical and social, solar and lunar. Yet in the
London streets so crowded with people and so brilliantly lighted in the
dusk of evening, there were depressing hints of reproaches for that I
had put the poor old kitchen at home so far away; and in the dead of
night, the footsteps of some incapable impostor of a porter mooning
about Barnard’s Inn, under pretence of watching it, fell hollow on my
heart."
DICKENS_GREAT_EXPECTATIONS_013,original,DICKENS_AUTHOR2_WORK1_0104,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,13,13,104,75047,75601,554,40,10,404486,407566,41,74.007,254.513,0.0,7.22,25.271,13.85,0.075,deterministic_even_spread_30_per_work_after_quality_filters,"Then I asked if there were many clerks? to which he
replied,—

“We don’t run much into clerks, because there’s only one Jaggers, and
people won’t have him at second hand. There are only four of us. Would
you like to see ’em? You are one of us, as I may say.”

I accepted the offer. When Mr. Wemmick had put all the biscuit into the
post, and had paid me my money from a cash-box in a safe, the key of
which safe he kept somewhere down his back and produced from his
coat-collar like an iron-pigtail, we went upstairs. The house was dark
and shabby, and the greasy shoulders that had left their mark in Mr.
Jaggers’s room seemed to have been shuffling up and down the staircase
for years. In the front first floor, a clerk who looked something
between a publican and a rat-catcher—a large pale, puffed, swollen
man—was attentively engaged with three or four people of shabby
appearance, whom he treated as unceremoniously as everybody seemed to
be treated who contributed to Mr. Jaggers’s coffers. “Getting evidence
together,” said Mr. Wemmick, as we came out, “for the Bailey.” In the
room over that, a little flabby terrier of a clerk with dangling hair
(his cropping seemed to have been forgotten when he was a puppy) was
similarly engaged with a man with weak eyes, whom Mr. Wemmick presented
to me as a smelter who kept his pot always boiling, and who would melt
me anything I pleased,—and who was in an excessive white-perspiration,
as if he had been trying his art on himself. In a back room, a
high-shouldered man with a face-ache tied up in dirty flannel, who was
dressed in old black clothes that bore the appearance of having been
waxed, was stooping over his work of making fair copies of the notes of
the other two gentlemen, for Mr. Jaggers’s own use.

This was all the establishment. When we went downstairs again, Wemmick
led me into my guardian’s room, and said, “This you’ve seen already.”

“Pray,” said I, as the two odious casts with the twitchy leer upon them
caught my sight again, “whose likenesses are those?”

“These?” said Wemmick, getting upon a chair, and blowing the dust off
the horrible heads before bringing them down. “These are two celebrated
ones. Famous clients of ours that got us a world of credit. This chap
(why you must have come down in the night and been peeping into the
inkstand, to get this blot upon your eyebrow, you old rascal!) murdered
his master, and, considering that he wasn’t brought up to evidence,
didn’t plan it badly.”

“Is it like him?” I asked, recoiling from the brute, as Wemmick spat
upon his eyebrow and gave it a rub with his sleeve.

“Like him? It’s himself, you know. The cast was made in Newgate,
directly after he was taken down. You had a particular fancy for me,
hadn’t you, Old Artful?” said Wemmick. He then explained this
affectionate apostrophe, by touching his brooch representing the lady
and the weeping willow at the tomb with the urn upon it, and saying,
“Had it made for me, express!”

“Is the lady anybody?” said I.

“No,” returned Wemmick. “Only his game. (You liked your bit of game,
didn’t you?"
DICKENS_GREAT_EXPECTATIONS_014,original,DICKENS_AUTHOR2_WORK1_0111,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,14,14,111,80111,80665,554,23,10,431856,434835,17,30.686,167.87,7.22,1.805,7.22,24.087,0.130435,deterministic_even_spread_30_per_work_after_quality_filters,"Who’s the Spider?”

“The spider?” said I.

“The blotchy, sprawly, sulky fellow.”

“That’s Bentley Drummle,” I replied; “the one with the delicate face is
Startop.”

Not making the least account of “the one with the delicate face,” he
returned, “Bentley Drummle is his name, is it? I like the look of that
fellow.”

He immediately began to talk to Drummle: not at all deterred by his
replying in his heavy reticent way, but apparently led on by it to
screw discourse out of him. I was looking at the two, when there came
between me and them the housekeeper, with the first dish for the table.

She was a woman of about forty, I supposed,—but I may have thought her
younger than she was. Rather tall, of a lithe nimble figure, extremely
pale, with large faded eyes, and a quantity of streaming hair. I cannot
say whether any diseased affection of the heart caused her lips to be
parted as if she were panting, and her face to bear a curious
expression of suddenness and flutter; but I know that I had been to see
Macbeth at the theatre, a night or two before, and that her face looked
to me as if it were all disturbed by fiery air, like the faces I had
seen rise out of the Witches’ caldron.

She set the dish on, touched my guardian quietly on the arm with a
finger to notify that dinner was ready, and vanished. We took our seats
at the round table, and my guardian kept Drummle on one side of him,
while Startop sat on the other. It was a noble dish of fish that the
housekeeper had put on table, and we had a joint of equally choice
mutton afterwards, and then an equally choice bird. Sauces, wines, all
the accessories we wanted, and all of the best, were given out by our
host from his dumb-waiter; and when they had made the circuit of the
table, he always put them back again. Similarly, he dealt us clean
plates and knives and forks, for each course, and dropped those just
disused into two baskets on the ground by his chair. No other attendant
than the housekeeper appeared. She set on every dish; and I always saw
in her face, a face rising out of the caldron. Years afterwards, I made
a dreadful likeness of that woman, by causing a face that had no other
natural resemblance to it than it derived from flowing hair to pass
behind a bowl of flaming spirits in a dark room.

Induced to take particular notice of the housekeeper, both by her own
striking appearance and by Wemmick’s preparation, I observed that
whenever she was in the room she kept her eyes attentively on my
guardian, and that she would remove her hands from any dish she put
before him, hesitatingly, as if she dreaded his calling her back, and
wanted him to speak when she was nigh, if he had anything to say. I
fancied that I could detect in his manner a consciousness of this, and
a purpose of always holding her in suspense.

Dinner went off gayly, and although my guardian seemed to follow rather
than originate subjects, I knew that he wrenched the weakest part of
our dispositions out of us."
DICKENS_GREAT_EXPECTATIONS_015,original,DICKENS_AUTHOR2_WORK1_0119,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,15,15,119,85888,86452,564,24,7,463122,466200,25,44.326,191.489,10.638,3.546,23.05,23.5,0.291667,deterministic_even_spread_30_per_work_after_quality_filters,"One was a taller and stouter man than the other, and
appeared as a matter of course, according to the mysterious ways of the
world, both convict and free, to have had allotted to him the smaller
suit of clothes. His arms and legs were like great pincushions of those
shapes, and his attire disguised him absurdly; but I knew his
half-closed eye at one glance. There stood the man whom I had seen on
the settle at the Three Jolly Bargemen on a Saturday night, and who had
brought me down with his invisible gun!

It was easy to make sure that as yet he knew me no more than if he had
never seen me in his life. He looked across at me, and his eye
appraised my watch-chain, and then he incidentally spat and said
something to the other convict, and they laughed and slued themselves
round with a clink of their coupling manacle, and looked at something
else. The great numbers on their backs, as if they were street doors;
their coarse mangy ungainly outer surface, as if they were lower
animals; their ironed legs, apologetically garlanded with
pocket-handkerchiefs; and the way in which all present looked at them
and kept from them; made them (as Herbert had said) a most disagreeable
and degraded spectacle.

But this was not the worst of it. It came out that the whole of the
back of the coach had been taken by a family removing from London, and
that there were no places for the two prisoners but on the seat in
front behind the coachman. Hereupon, a choleric gentleman, who had
taken the fourth place on that seat, flew into a most violent passion,
and said that it was a breach of contract to mix him up with such
villainous company, and that it was poisonous, and pernicious, and
infamous, and shameful, and I don’t know what else. At this time the
coach was ready and the coachman impatient, and we were all preparing
to get up, and the prisoners had come over with their keeper,—bringing
with them that curious flavour of bread-poultice, baize, rope-yarn, and
hearthstone, which attends the convict presence.

“Don’t take it so much amiss, sir,” pleaded the keeper to the angry
passenger; “I’ll sit next you myself. I’ll put ’em on the outside of
the row. They won’t interfere with you, sir. You needn’t know they’re
there.”

“And don’t blame _me_,” growled the convict I had recognised. “_I_
don’t want to go. _I_ am quite ready to stay behind. As fur as I am
concerned any one’s welcome to _my_ place.”

“Or mine,” said the other, gruffly. “_I_ wouldn’t have incommoded none
of you, if I’d had _my_ way.” Then they both laughed, and began
cracking nuts, and spitting the shells about.—As I really think I
should have liked to do myself, if I had been in their place and so
despised.

At length, it was voted that there was no help for the angry gentleman,
and that he must either go in his chance company or remain behind. So
he got into his place, still making complaints, and the keeper got into
the place next him, and the convicts hauled themselves up as well as
they could, and the convict I had recognised sat behind me with his
breath on the hair of my head."
DICKENS_GREAT_EXPECTATIONS_016,original,DICKENS_AUTHOR2_WORK1_0130,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,16,16,130,93951,94516,565,37,12,506462,509527,38,67.257,272.566,5.31,12.389,10.619,15.27,0.0,deterministic_even_spread_30_per_work_after_quality_filters,"You brought your adoration and your portmanteau here
together. Told me! Why, you have always told me all day long. When you
told me your own story, you told me plainly that you began adoring her
the first time you saw her, when you were very young indeed.”

“Very well, then,” said I, to whom this was a new and not unwelcome
light, “I have never left off adoring her. And she has come back, a
most beautiful and most elegant creature. And I saw her yesterday. And
if I adored her before, I now doubly adore her.”

“Lucky for you then, Handel,” said Herbert, “that you are picked out
for her and allotted to her. Without encroaching on forbidden ground,
we may venture to say that there can be no doubt between ourselves of
that fact. Have you any idea yet, of Estella’s views on the adoration
question?”

I shook my head gloomily. “Oh! She is thousands of miles away, from
me,” said I.

“Patience, my dear Handel: time enough, time enough. But you have
something more to say?”

“I am ashamed to say it,” I returned, “and yet it’s no worse to say it
than to think it. You call me a lucky fellow. Of course, I am. I was a
blacksmith’s boy but yesterday; I am—what shall I say I am—to-day?”

“Say a good fellow, if you want a phrase,” returned Herbert, smiling,
and clapping his hand on the back of mine—“a good fellow, with
impetuosity and hesitation, boldness and diffidence, action and
dreaming, curiously mixed in him.”

I stopped for a moment to consider whether there really was this
mixture in my character. On the whole, I by no means recognised the
analysis, but thought it not worth disputing.

“When I ask what I am to call myself to-day, Herbert,” I went on, “I
suggest what I have in my thoughts. You say I am lucky. I know I have
done nothing to raise myself in life, and that Fortune alone has raised
me; that is being very lucky. And yet, when I think of Estella—”

(“And when don’t you, you know?” Herbert threw in, with his eyes on the
fire; which I thought kind and sympathetic of him.)

“—Then, my dear Herbert, I cannot tell you how dependent and uncertain
I feel, and how exposed to hundreds of chances. Avoiding forbidden
ground, as you did just now, I may still say that on the constancy of
one person (naming no person) all my expectations depend. And at the
best, how indefinite and unsatisfactory, only to know so vaguely what
they are!” In saying this, I relieved my mind of what had always been
there, more or less, though no doubt most since yesterday.

“Now, Handel,” Herbert replied, in his gay, hopeful way, “it seems to
me that in the despondency of the tender passion, we are looking into
our gift-horse’s mouth with a magnifying-glass. Likewise, it seems to
me that, concentrating our attention on the examination, we altogether
overlook one of the best points of the animal. Didn’t you tell me that
your guardian, Mr. Jaggers, told you in the beginning, that you were
not endowed with expectations only? And even if he had not told you
so,—though that is a very large If, I grant,—could you believe that of
all men in London, Mr."
DICKENS_GREAT_EXPECTATIONS_017,original,DICKENS_AUTHOR2_WORK1_0137,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,17,17,137,99066,99619,553,42,18,534668,537704,66,119.349,347.197,3.617,7.233,21.7,13.167,0.02381,deterministic_even_spread_30_per_work_after_quality_filters,"Don’t try on useless measures. Why should
you? Now, who’s next?”

Thus, we walked through Wemmick’s greenhouse, until he turned to me and
said, “Notice the man I shall shake hands with.” I should have done so,
without the preparation, as he had shaken hands with no one yet.

Almost as soon as he had spoken, a portly upright man (whom I can see
now, as I write) in a well-worn olive-coloured frock-coat, with a
peculiar pallor overspreading the red in his complexion, and eyes that
went wandering about when he tried to fix them, came up to a corner of
the bars, and put his hand to his hat—which had a greasy and fatty
surface like cold broth—with a half-serious and half-jocose military
salute.

“Colonel, to you!” said Wemmick; “how are you, Colonel?”

“All right, Mr. Wemmick.”

“Everything was done that could be done, but the evidence was too
strong for us, Colonel.”

“Yes, it was too strong, sir,—but _I_ don’t care.”

“No, no,” said Wemmick, coolly, “_you_ don’t care.” Then, turning to
me, “Served His Majesty this man. Was a soldier in the line and bought
his discharge.”

I said, “Indeed?” and the man’s eyes looked at me, and then looked over
my head, and then looked all round me, and then he drew his hand across
his lips and laughed.

“I think I shall be out of this on Monday, sir,” he said to Wemmick.

“Perhaps,” returned my friend, “but there’s no knowing.”

“I am glad to have the chance of bidding you good-bye, Mr. Wemmick,”
said the man, stretching out his hand between two bars.

“Thankye,” said Wemmick, shaking hands with him. “Same to you,
Colonel.”

“If what I had upon me when taken had been real, Mr. Wemmick,” said the
man, unwilling to let his hand go, “I should have asked the favour of
your wearing another ring—in acknowledgment of your attentions.”

“I’ll accept the will for the deed,” said Wemmick. “By the by; you were
quite a pigeon-fancier.” The man looked up at the sky. “I am told you
had a remarkable breed of tumblers. _Could_ you commission any friend
of yours to bring me a pair, if you’ve no further use for ’em?”

“It shall be done, sir.”

“All right,” said Wemmick, “they shall be taken care of.
Good-afternoon, Colonel. Good-bye!” They shook hands again, and as we
walked away Wemmick said to me, “A Coiner, a very good workman. The
Recorder’s report is made to-day, and he is sure to be executed on
Monday. Still you see, as far as it goes, a pair of pigeons are
portable property all the same.” With that, he looked back, and nodded
at this dead plant, and then cast his eyes about him in walking out of
the yard, as if he were considering what other pot would go best in its
place.

As we came out of the prison through the lodge, I found that the great
importance of my guardian was appreciated by the turnkeys, no less than
by those whom they held in charge. “Well, Mr. Wemmick,” said the
turnkey, who kept us between the two studded and spiked lodge gates,
and who carefully locked one before he unlocked the other, “what’s Mr.
Jaggers going to do with that water-side murder?"
DICKENS_GREAT_EXPECTATIONS_018,original,DICKENS_AUTHOR2_WORK1_0144,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,18,18,144,104139,104693,554,20,11,562062,565177,28,50.542,212.996,3.61,10.83,10.83,27.7,0.2,deterministic_even_spread_30_per_work_after_quality_filters,"When he felt his case unusually serious, and that he positively
must find an opening, he would go on ’Change at a busy time, and walk
in and out, in a kind of gloomy country dance figure, among the
assembled magnates. “For,” says Herbert to me, coming home to dinner on
one of those special occasions, “I find the truth to be, Handel, that
an opening won’t come to one, but one must go to it,—so I have been.”

If we had been less attached to one another, I think we must have hated
one another regularly every morning. I detested the chambers beyond
expression at that period of repentance, and could not endure the sight
of the Avenger’s livery; which had a more expensive and a less
remunerative appearance then than at any other time in the
four-and-twenty hours. As we got more and more into debt, breakfast
became a hollower and hollower form, and, being on one occasion at
breakfast-time threatened (by letter) with legal proceedings, “not
unwholly unconnected,” as my local paper might put it, “with jewelery,”
I went so far as to seize the Avenger by his blue collar and shake him
off his feet,—so that he was actually in the air, like a booted
Cupid,—for presuming to suppose that we wanted a roll.

At certain times—meaning at uncertain times, for they depended on our
humour—I would say to Herbert, as if it were a remarkable discovery,—

“My dear Herbert, we are getting on badly.”

“My dear Handel,” Herbert would say to me, in all sincerity, “if you
will believe me, those very words were on my lips, by a strange
coincidence.”

“Then, Herbert,” I would respond, “let us look into our affairs.”

We always derived profound satisfaction from making an appointment for
this purpose. I always thought this was business, this was the way to
confront the thing, this was the way to take the foe by the throat. And
I know Herbert thought so too.

We ordered something rather special for dinner, with a bottle of
something similarly out of the common way, in order that our minds
might be fortified for the occasion, and we might come well up to the
mark. Dinner over, we produced a bundle of pens, a copious supply of
ink, and a goodly show of writing and blotting paper. For there was
something very comfortable in having plenty of stationery.

I would then take a sheet of paper, and write across the top of it, in
a neat hand, the heading, “Memorandum of Pip’s debts”; with Barnard’s
Inn and the date very carefully added. Herbert would also take a sheet
of paper, and write across it with similar formalities, “Memorandum of
Herbert’s debts.”

Each of us would then refer to a confused heap of papers at his side,
which had been thrown into drawers, worn into holes in pockets, half
burnt in lighting candles, stuck for weeks into the looking-glass, and
otherwise damaged. The sound of our pens going refreshed us
exceedingly, insomuch that I sometimes found it difficult to
distinguish between this edifying business proceeding and actually
paying the money. In point of meritorious character, the two things
seemed about equal.

When we had written a little while, I would ask Herbert how he got on?"
DICKENS_GREAT_EXPECTATIONS_019,original,DICKENS_AUTHOR2_WORK1_0155,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,19,19,155,112158,112722,564,26,11,605483,608558,31,54.965,205.674,5.319,3.546,12.411,21.692,0.153846,deterministic_even_spread_30_per_work_after_quality_filters,"I wound up by laying my hand upon his
shoulder, and saying, “I can’t help confiding in you, though I know it
must be troublesome to you; but that is your fault, in having ever
brought me here.”

Wemmick was silent for a little while, and then said with a kind of
start, “Well you know, Mr. Pip, I must tell you one thing. This is
devilish good of you.”

“Say you’ll help me to be good then,” said I.

“Ecod,” replied Wemmick, shaking his head, “that’s not my trade.”

“Nor is this your trading-place,” said I.

“You are right,” he returned. “You hit the nail on the head. Mr. Pip,
I’ll put on my considering-cap, and I think all you want to do may be
done by degrees. Skiffins (that’s her brother) is an accountant and
agent. I’ll look him up and go to work for you.”

“I thank you ten thousand times.”

“On the contrary,” said he, “I thank you, for though we are strictly in
our private and personal capacity, still it may be mentioned that there
_are_ Newgate cobwebs about, and it brushes them away.”

After a little further conversation to the same effect, we returned
into the Castle where we found Miss Skiffins preparing tea. The
responsible duty of making the toast was delegated to the Aged, and
that excellent old gentleman was so intent upon it that he seemed to me
in some danger of melting his eyes. It was no nominal meal that we were
going to make, but a vigorous reality. The Aged prepared such a
hay-stack of buttered toast, that I could scarcely see him over it as
it simmered on an iron stand hooked on to the top-bar; while Miss
Skiffins brewed such a jorum of tea, that the pig in the back premises
became strongly excited, and repeatedly expressed his desire to
participate in the entertainment.

The flag had been struck, and the gun had been fired, at the right
moment of time, and I felt as snugly cut off from the rest of Walworth
as if the moat were thirty feet wide by as many deep. Nothing disturbed
the tranquillity of the Castle, but the occasional tumbling open of
John and Miss Skiffins: which little doors were a prey to some
spasmodic infirmity that made me sympathetically uncomfortable until I
got used to it. I inferred from the methodical nature of Miss
Skiffins’s arrangements that she made tea there every Sunday night; and
I rather suspected that a classic brooch she wore, representing the
profile of an undesirable female with a very straight nose and a very
new moon, was a piece of portable property that had been given her by
Wemmick.

We ate the whole of the toast, and drank tea in proportion, and it was
delightful to see how warm and greasy we all got after it. The Aged
especially, might have passed for some clean old chief of a savage
tribe, just oiled. After a short pause of repose, Miss Skiffins—in the
absence of the little servant who, it seemed, retired to the bosom of
her family on Sunday afternoons—washed up the tea-things, in a trifling
lady-like amateur manner that compromised none of us. Then, she put on
her gloves again, and we drew round the fire, and Wemmick said, “Now,
Aged Parent, tip us the paper.”"
DICKENS_GREAT_EXPECTATIONS_020,original,DICKENS_AUTHOR2_WORK1_0164,pg_dickens_1400,author2_work1,dickens,Charles Dickens,great_expectations,Great Expectations,1400,20,20,164,118837,119390,553,27,11,641866,644782,14,25.316,180.832,10.85,5.425,3.617,20.481,0.074074,deterministic_even_spread_30_per_work_after_quality_filters,"So furious had been the
gusts, that high buildings in town had had the lead stripped off their
roofs; and in the country, trees had been torn up, and sails of
windmills carried away; and gloomy accounts had come in from the coast,
of shipwreck and death. Violent blasts of rain had accompanied these
rages of wind, and the day just closed as I sat down to read had been
the worst of all.

Alterations have been made in that part of the Temple since that time,
and it has not now so lonely a character as it had then, nor is it so
exposed to the river. We lived at the top of the last house, and the
wind rushing up the river shook the house that night, like discharges
of cannon, or breakings of a sea. When the rain came with it and dashed
against the windows, I thought, raising my eyes to them as they rocked,
that I might have fancied myself in a storm-beaten lighthouse.
Occasionally, the smoke came rolling down the chimney as though it
could not bear to go out into such a night; and when I set the doors
open and looked down the staircase, the staircase lamps were blown out;
and when I shaded my face with my hands and looked through the black
windows (opening them ever so little was out of the question in the
teeth of such wind and rain), I saw that the lamps in the court were
blown out, and that the lamps on the bridges and the shore were
shuddering, and that the coal-fires in barges on the river were being
carried away before the wind like red-hot splashes in the rain.

I read with my watch upon the table, purposing to close my book at
eleven o’clock. As I shut it, Saint Paul’s, and all the many
church-clocks in the City—some leading, some accompanying, some
following—struck that hour. The sound was curiously flawed by the wind;
and I was listening, and thinking how the wind assailed and tore it,
when I heard a footstep on the stair.

What nervous folly made me start, and awfully connect it with the
footstep of my dead sister, matters not. It was past in a moment, and I
listened again, and heard the footstep stumble in coming on.
Remembering then, that the staircase-lights were blown out, I took up
my reading-lamp and went out to the stair-head. Whoever was below had
stopped on seeing my lamp, for all was quiet.

“There is some one down there, is there not?” I called out, looking
down.

“Yes,” said a voice from the darkness beneath.

“What floor do you want?”

“The top. Mr. Pip.”

“That is my name.—There is nothing the matter?”

“Nothing the matter,” returned the voice. And the man came on.

I stood with my lamp held out over the stair-rail, and he came slowly
within its light. It was a shaded lamp, to shine upon a book, and its
circle of light was very contracted; so that he was in it for a mere
instant, and then out of it. In the instant, I had seen a face that was
strange to me, looking up with an incomprehensible air of being touched
and pleased by the sight of me."
